Timestamp,First Name,Last Name,Age,Sex,Current place of residence: City/State,Current place of residence: Country,Highest level of formal education,At what age did you start learning ENGLISH?,At what age did you start learning SPANISH?,At what age did you start to feel comfortable using ENGLISH?,At what age did you start to feel comfortable using SPANISH?,"How many years of classes (grammar, history, math, etc.) have you had in ENGLISH (primary school through university)?","How many years of classes (grammar, history, math, etc.) have you had in SPANISH (primary school through university)?",How many years have you spent in a country/region where ENGLISH is spoken? ,How many years have you spent in a country/region where SPANISH is spoken? ,How many years have you spent in a family where ENGLISH is spoken?     ,How many years have you spent in a family where SPANISH is spoken?     ,How many years have you spent in a work environment where ENGLISH is spoken?       ,How many years have you spent in a work environment where SPANISH is spoken?       ,"In an average week, what percentage of the time do you use ENGLISH with friends?  ","In an average week, what percentage of the time do you use SPANISH with friends?  ","In an average week, what percentage of the time do you use OTHER LANGUAGES with friends?  "," In an average week, what percentage of the time do you use ENGLISH with family?  "," In an average week, what percentage of the time do you use SPANISH with family?  "," In an average week, what percentage of the time do you use OTHER LANGUAGES with family?  ","In an average week, what percentage of the time do you use ENGLISH at school/work?  ","In an average week, what percentage of the time do you use SPANISH at school/work?  ","In an average week, what percentage of the time do you use OTHER LANGUAGES at school/work?  ","When you talk to yourself, how often do you talk to yourself in ENGLISH?","When you talk to yourself, how often do you talk to yourself in SPANISH?","When you talk to yourself, how often do you talk to yourself in OTHER LANGUAGES?","When you count, how often do you count in ENGLISH?","When you count, how often do you count in SPANISH?","When you count, how often do you count in OTHER LANGUAGES?",How well do you speak ENGLISH?,How well do you speak SPANISH?,How well do you understand ENGLISH?,How well do you understand SPANISH?,How well do you read ENGLISH?,How well do you read SPANISH?,How well do you write ENGLISH?,How well do you write SPANISH?,,Do you speak any languages in addition to English and Spanish?,What is your prolific ID?,Age,Sex,Current place of residence: City/State,Current place of residence: Country,Highest level of formal education,,I feel like myself when I speak ENGLISH.,I feel like myself when I speak SPANISH.,I identify with an ENGLISH-speaking culture.   ,I identify with a SPANISH-speaking culture.   ,It is important to me to use (or eventually use) ENGLISH like a native speaker.,It is important to me to use (or eventually use) SPANISH like a native speaker.,I want others to think I am a native speaker of ENGLISH.,I want others to think I am a native speaker of SPANISH.
3/9/2022 14:10:26,,,38,M,Eugene Oregon,USA,Some college,Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,3,6,0,,no,60e1d5f866e681d7e33fd01c,38,M,"Eugene, OR",USA,Some college,,,,,,,,,
3/9/2022 14:11:26,,,19,F,"Winona, Minnesota",United States,Some college,Since birth,14,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,no,61047937db4de7f14948ef08,19,F,"Winona, Minnesota",United States,Some college,,,,,,,,,
3/9/2022 14:12:32,,,37,M,Newton/New Jersey,United States of America,Some college,Since birth,11,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,4,,no,5ffe6b8b773ec452c1d28adc,37,M,Newton/New Jersey,United States of America,Some college,,,,,,,,,
3/9/2022 14:18:48,,,41,F,"Kennesaw, Georgia",United States,Masters,Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,no,6124d122d91be3f612508804,41,F,"Kennesaw, Georgia",United States,Masters,,,,,,,,,
3/9/2022 14:21:21,,,49,M,"West Islip, NY",USA,"College (B.A, B.S.)",Since birth,13,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,3,6,3,,no,5c2fae74d76cde0001c11590,49,M,"West Islip, NY",USA,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 14:21:53,,,25,M,"Denver, CO",United States of America,"College (B.A, B.S.)",Since birth,12,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,2,6,3,6,1,,no,5bef41fa54277d000114d6ad,25,M,"Denver, CO",United States,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 14:30:53,,,25,M,"Hazel Park, Michigan",USA,"College (B.A, B.S.)",Since birth,18,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,no,6125b040ffa3c0b9e67b92c9,25,M,Hazel Park MI,USA,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 14:35:33,,,30,M,"Arlington, VA",USA,PhD / MD / JD,3,13,3,13,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,no,5e27868c5cbbcc0b3599574b,30,M,"Arlington, VA",USA,PhD / MD / JD,,,,,,,,,
3/9/2022 14:35:51,,,40,F,"Pittsburgh, PA",USA,PhD / MD / JD,Since birth,14,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,4,,no,565a4547c51d43000587507d,40,F,"Pittsburgh, PA",USA,PhD / MD / JD,,,,,,,,,
3/9/2022 14:37:52,,,31,F,"las vegas, nv",usa,PhD / MD / JD,5,18,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,4,,no,60c24c8ec01a8596ba5c8b85,31,F,las vegas/nv,usa,PhD / MD / JD,,,,,,,,,
3/9/2022 14:38:59,,,22,F,Madison/WI,USA,Some college,Since birth,11,3,17,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,4,,no,5ec4416c7bf5d7310fe961c6,22,F,Madison/WI,USA,Some college,,,,,,,,,
3/9/2022 14:39:31,,,38,M,"Dayton, OH",USA,Masters,Since birth,15,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,3,,no,601e1253bbecc3279e4fb472,38,M,Dayton/Ohio,USA,Masters,,,,,,,,,
3/9/2022 14:40:17,,,23,F,St. Louis MO,USA,"College (B.A, B.S.)",Since birth,12,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,6,,no,5ee93ab8a93d8b15baf72fc5,23,F,St. Louis MO,USA,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 14:43:16,,,36,F,bowie tx,usa,Some college,Since birth,4,2,9,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,5,,no,5a542b96e0cf3d0001260df1,36,F,"decatur, tx",usa,Some college,,,,,,,,,
3/9/2022 14:43:33,,,21,F,Valley Stream/ New York,USA,Some college,Since birth,10,For as long as I can remember.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,4,6,3,,no,60121fca666552254559110d,21,F,Valley Stream/ New York,USA,Some college,,,,,,,,,
3/9/2022 14:45:40,,,50,M,Las Cruces/NM,US,"College (B.A, B.S.)",Since birth,12,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,6,,no,60f83b167c76803d88b92d53,50,M,Las Cruces/NM,US,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 14:49:20,,,35,M,Georgia,USA,"College (B.A, B.S.)",Since birth,16,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,4,,no,5ef9df1812148a78af8e76dc,35,M,"Rising Fawn, Georgia",USA,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 14:49:27,,,42,F,"Prairieville,LA",United States,Some college,Since birth,16,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,4,,yes,5da8b26395be5f0017360ad5,42,F,"Prairieville, LA",US,Some college,,,,,,,,,
3/9/2022 14:49:55,,,36,M,"Syracuse, NY",United States,Some college,Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,6,,yes,5dc86f46292aaa5da9d04d55,36,M,"Syracuse, NY",United States,Some college,,,,,,,,,
3/9/2022 14:50:29,,,37,F,"Fairborn, OH",United States,Masters,Since birth,14,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,5,,no,5bebd4111296920001d55c5a,37,F,Ohio,United States,Masters,,,,,,,,,
3/9/2022 15:02:22,,,23,M,Los Angeles ,United States ,High school,4,10,5,12,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,4,,no,5fb0a3d6a8e4224b973e750b,23,M,Los Angeles ,United States ,High school,,,,,,,,,
3/9/2022 15:07:01,,,25,F,FL,United States,"College (B.A, B.S.)",Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,5,6,5,6,3,,no,6100496a0ef6706b8895cbf7,25,F,Jacksonville Florida ,United States,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 15:22:59,,,28,F,"Columbus, Ohio",United States,Masters,Since birth,12,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,no,610cb2e82784ac6af6469fc5,28,F,"Columbus, Ohio",United States,Masters,,,,,,,,,
3/9/2022 15:24:57,,,44,F,"Bowling Green, Kentucky ",United States,Masters,Since birth,6,For as long as I can remember.,8,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,yes,6151e17dd596caee8fc6b73c,44,F,"Bowling Green, Kentucky ",United States,Masters,,,,,,,,,
3/9/2022 15:28:03,,,38,M,"Columbus, Ohio",USA,Some graduate school,Since birth,12,5,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,6,6,5,,no,5f9057735c69b00e72665f84,38,M,Columbus/Ohio,USA,Some graduate school,,,,,,,,,
3/9/2022 15:30:44,,,32,F,Madison Wisconsin,USA,High school,Since birth,11,For as long as I can remember.,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,4,,no,604fc38a4de8e6e1e0e0ea7b,32,F,Madison Wisconsin,USA,High school,,,,,,,,,
3/9/2022 15:32:15,,,21,F,"Lynn, Massachusetts",United States of America,Some college,Since birth,13,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,5,5,,no,5e169361afb8b0c69c239371,21,F,"Lynn, Massachusetts",United States of America,Some college,,,,,,,,,
3/9/2022 15:34:26,,,44,F,Westfield NJ,USA ,Masters,Since birth,12,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,4,6,4,,no,5d48f454fb0ce0001a050283,44,F,NJ,Usa ,Masters,,,,,,,,,
3/9/2022 15:35:27,,,43,M,Richmond/Kentucky,United States of America,Masters,Since birth,14,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,6,,no,5fed41e3e14422f5e308c6e5,43,M,Richmond/Kentucky,United States of America,Masters,,,,,,,,,
3/9/2022 15:38:35,,,28,F,Montgomery/AL,USA,"College (B.A, B.S.)",Since birth,16,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,3,,no,5aef97b09516fe00010959f4,28,F,Montgomery/AL,USA,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 15:43:53,,,26,F,"Oakland, ME",USA,"College (B.A, B.S.)",Since birth,13,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,5,6,5,6,2,,no,5e4aa3729d301e000cf8ced9,27,F,"Oakland, ME",Usa,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 15:46:37,,,71,M,"Spokane, WA",USA,Some college,Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,no,5dc483cf74939e34e55c3619,71,M,Spokane/WA,USA,Some college,,,,,,,,,
3/9/2022 15:49:42,,,20,M,Virginia,USA,Some college,Since birth,5,For as long as I can remember.,13,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,2,,no,60b7f09a4462d1d1aa6bbcf6,20,M,Virginia,USA,Some college,,,,,,,,,
3/9/2022 15:53:12,,,33,M,"Minneapolis, MN",USA,Masters,Since birth,10,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,3,,no,5c57631a47a04100010da795,33,M,Minneapolis MN,USA,Masters,,,,,,,,,
3/9/2022 15:54:53,,,31,F,"McDonough, GA",United States,Masters,Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,6,,no,5ed1cd25eb6dc1122dbd700f,31,F,"McDonough, Ga",USA,Masters,,,,,,,,,
3/9/2022 15:57:45,,,27,F,Ann Arbor/Michigan,United States,Some graduate school,Since birth,12,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,6,,yes,61007de25d1a5d74904865cd,27,F,Ann Arbor/Michigan,United States,Some graduate school,,,,,,,,,
3/9/2022 16:00:16,,,33,F,Chesapeake/Virginia,US,Masters,Since birth,4,For as long as I can remember.,4,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,no,5a5479b4ac56240001537ffa@email.prolific.co,33,F,Chesapeake Virginia,Chesapeake,Masters,,,,,,,,,
3/9/2022 16:15:18,,,27,F,Utah,USA,"College (B.A, B.S.)",Since birth,14,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,5,4,,no,62029a4cef1cb18a1337c607,27,F,Utah,USA,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 16:20:04,,,40,M,"Atlanta, GA",US,"College (B.A, B.S.)",Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,2,,no,5ed7b5af65b9ae09f16de102,40,M,Atlanta/GA,United States,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 16:37:26,,,61,F,"Murdock, MN",United States,"College (B.A, B.S.)",Since birth,15,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,4,6,3,,no,6100c28ed43a1dea00f08633,61,F,"Murdock, Minnesota",United States,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 16:46:45,,,24,M,Annandale/Virginia,United States,"College (B.A, B.S.)",Since birth,7,3,15,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,4,6,5,,no,61741ba984f258d5c6a1303c,24,M,Annandale/Virginia,United States,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 16:49:25,,,25,M,Oregon,USA,Some college,Since birth,13,For as long as I can remember.,15,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,5,,yes,29335A02,25,M,Oregon,USA,Some college,,,,,,,,,
3/9/2022 16:51:47,,,24,F,"League City, TX",USA,Masters,Since birth,14,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,6,,no,610806925b7eacfe8864a03c,24,F,"League City, TX",USA,Masters,,,,,,,,,
3/9/2022 16:52:22,,,32,M,Burlington Vermont,United States,"College (B.A, B.S.)",Since birth,12,For as long as I can remember.,15,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,2,,no,5a4afdd835c9d50001fdd1c0,32,M,Vermont,United States,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 16:52:36,,,26,M,miami florida,usa,"College (B.A, B.S.)",5,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,no,6017ee441e8f20aa1fbfb114,26,M,Miami Florida,usa,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 16:58:48,,,46,M,"San Diego, CA",United States,"College (B.A, B.S.)",Since birth,12,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,6,6,6,5,,no,5ff5f7ad932d56101bf7c90d,46,M,San Diego ,United States,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 16:59:16,,,40,F,AR,US,"College (B.A, B.S.)",Since birth,16,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,no,5d2eac390aca250001e9c3e1,40,F,Arkansas AR,US,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 17:00:10,,,21,F,New York/New York,United States,Some college,Since birth,7,1,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,5,,no,61132361275e08754e30c2db,21,F,New York/New York,United States,Some college,,,,,,,,,
3/9/2022 17:09:00,,,25,F,"Decatur, Alabama",United States,"College (B.A, B.S.)",Since birth,11,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,6,,no,5a08c9a7f2e3460001edb063,25,F,"Decatur, Alabama",United States,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 17:11:42,,,21,F,"New York, New York",United States,Current undergrad B.S.,Since birth,5,For as long as I can remember.,13,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,6,6,6,5,4,,no,5ece6a57886a6c22341b1ead,21,F,"New York, New York",United States,Current undergrad B.S.,,,,,,,,,
3/9/2022 17:17:36,,,69,F,"boca raton, florida",usa,PhD / MD / JD,Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,4,,no,6105ac9411551a0880809277,69,F,"Miami, Florida",USA,PhD / MD / JD,,,,,,,,,
3/9/2022 17:21:32,,,25,M,"Anchorage, AK",USA,"College (B.A, B.S.)",Since birth,11,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,4,6,4,,no,5a08ddd0df3fa800015c36ac,25,M,"Anchorage, AK",USA,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 17:28:09,,,25,F,Denver CO,USA,"College (B.A, B.S.)",Since birth,11,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,no,6108b317855b3eb7cd588352,25,F,Denver CO,USA,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 17:31:20,,,34,M,Pawtucket / RI ,USA ,"College (B.A, B.S.)",Since birth,14,3,20+,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,3,6,2,,yes,5ef3e76be991b816cd499e69,34,M,Pawtucket / RI ,USA ,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 17:48:29,,,33,M,Cedar lake Indiana,United States,Some college,Since birth,8,For as long as I can remember.,15,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,3,5,2,,no,6151d2b2cdadf48798827e99,33,M,Cedar lake/ Indiana,United States,Some college,,,,,,,,,
3/9/2022 18:09:32,,,18,M,IL,United States,High school,Since birth,4,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,no,5ef59d011c4119208ae8e40d,18,M,IL,United States,High school,,,,,,,,,
3/9/2022 18:17:40,,,26,F,Miami/Florida,United States,Some college,Since birth,14,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,6,6,5,6,5,,no,5e647d0ce35c88208fdbbb06,26,F,"Miami, Florida",USA,Some college,,,,,,,,,
3/9/2022 18:30:40,,,40,F,Tempe Arizona,US,Masters,3,12,6,13,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,4,6,2,,no,5f98ab718920801c578363ab,40,F,Tempe Arizona,US,Masters,,,,,,,,,
3/9/2022 18:37:56,,,34,F,WI,USA,Masters,Since birth,12,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,6,6,6,4,,no,5c677c08b1b0080001bfbdc2,34,F,Madison/Wisconsin,USA,Masters,,,,,,,,,
3/9/2022 18:42:25,,,49,F,"Rockport, WA",United States,PhD / MD / JD,Since birth,13,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,5,6,3,,no,614f754098c9877761eafb4b,49,F,"Rockport, Washington",United States,PhD / MD / JD,,,,,,,,,
3/9/2022 19:48:37,,,63,F,"Cleveland, TN",United States,Some college,Since birth,14,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,6,6,5,,no,59349d79f1b3f00001964d04,63,F,"Cleveland, TN",United States,Some college,,,,,,,,,
3/9/2022 19:59:03,,,22,F,"Crystal Lake, IL",United States of America,"College (B.A, B.S.)",Since birth,12,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,5,,no,60fdf26bd58032c8ab446722,22,F,Crystal Lake Illinois,United States,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 20:05:17,,,26,M,Memphis/TN,USA,PhD / MD / JD,Since birth,17,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,3,6,3,,no,5bcc60b95c2b810001dc68e2,26,M,Memphis/TN,USA,PhD / MD / JD,,,,,,,,,
3/9/2022 20:32:35,,,23,M,georgia,united states,"College (B.A, B.S.)",12,Since birth,16,For as long as I can remember.,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,5,5,,no,5eeabb4143299b1e176fb83e,23,M,georgia,united states,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 20:42:07,,,21,F,Albuquerque/New Mexico,United States,Some college,Since birth,12,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,no,5c6b56058a12bb00013dd2aa,21,F,Albuquerque/New Mexico,United States,Some college,,,,,,,,,
3/9/2022 20:48:28,,,64,M,"Columbus, indiana",Usa,PhD / MD / JD,Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,no,5898b6e256357700011c2c6b,64,M,"Columbus, indiana",uSA,PhD / MD / JD,,,,,,,,,
3/9/2022 20:56:46,,,24,F,"Portage, Michigan",USA,Some graduate school,Since birth,9,5,11,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,2,5,2,5,3,,no,6108678bdc10bef3ef27f7f0,24,F,"Portage, MI",USA,Some graduate school,,,,,,,,,
3/9/2022 21:05:53,,,27,F,San Diego / California,United States,Some graduate school,Since birth,13,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,3,6,4,6,4,,no,6109ab59c73e95d7a1f004a5,27,F,San Diego/ California,United States,Masters,,,,,,,,,
3/9/2022 21:24:37,,,28,M,"Hanover, Maryland",United States,PhD / MD / JD,Since birth,Since birth,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,3,,no,60e9cbd27102b08fc616fbe6,28,M,"Hanover, Maryland",United States,PhD / MD / JD,,,,,,,,,
